ID;petName;bornDatePet;petGender;typePet
3338;Julius;9/28/2010;Male;Jaguarundi
3339;Georgia;1/11/2007;Female;Jungle kangaroo
3340;Leah;3/28/2013;Female;Coyote
3341;Benny;11/19/2014;Male;European stork
3342;Savannah;12/14/2004;Female;Dama wallaby
3343;Rick;12/15/2013;Male;wasp
3344;William;6/14/2012;Male;Lemur
3345;Erick;1/12/2008;Male;Chital
3346;Kurt;9/29/2006;Male;Euro wallaby
3347;Ronald;10/30/2009;Male;Barking gecko
3348;Melinda;9/4/2015;Female;Galapagos tortoise
3349;Bart;2/26/2018;Male;Gray langur
3350;Summer;2/19/2015;Female;Eastern grey kangaroo
3351;Fiona;6/17/2008;Female;American buffalo
3352;Bernadette;2/27/2006;Female;Carmine bee-eater
3353;Tiffany;4/22/2010;Female;Cobra
3354;Maxwell;6/22/2006;Male;Badger
3355;Daron;6/22/2013;Male;Buttermilk snake
3356;Chester;3/8/2015;Male;Great egret
3357;Enoch;7/10/2008;Male;Avocet
3358;Julius;8/21/2014;Male;Kinkajou
3359;Nate;10/20/2017;Male;Cape raven
3360;Denis;11/5/2012;Male;Gaur
3361;Carrie;1/7/2014;Female;Carmine bee-eater
3362;Rosalie;9/29/2007;Female;Great cormorant
3363;Johnny;6/2/2014;Male;Fringe-eared oryx
3364;Rachael;1/1/2012;Female;Javan gold-spotted mongoose
3365;Audrey;3/5/2013;Female;Javanese cormorant
3366;Louise;3/25/2006;Female;Herring gull
3367;Daniel;11/23/2016;Male;Dog
3368;Jaylene;5/22/2009;Female;Horned rattlesnake
3369;Doris;4/24/2015;Female;Galah
3370;Julia;3/11/2009;Female;Gila monster
3371;Jocelyn;2/6/2012;Female;African lion
3372;Tyson;7/12/2006;Male;Chacma baboon
3373;Cara;1/26/2004;Female;Antelope
3374;Jacob;1/5/2004;Male;Griffon vulture
3375;Russel;12/30/2008;Male;Black-capped chickadee
3376;Lucas;2/22/2013;Male;Vulture
3377;Carter;7/10/2007;Male;Clown Fish
3378;Mike;9/8/2011;Male;Horned rattlesnake
3379;Denny;5/7/2019;Male;Blue shark
3380;Clint;2/23/2011;Male;Mouse
3381;Chad;5/12/2016;Male;Fork-tailed drongo
3382;Rita;7/27/2013;Female;Common green iguana
3383;Harry;9/17/2012;Male;Black-tailed prairie dog
3384;Courtney;11/10/2013;Female;Collared peccary
3385;Nancy;2/6/2012;Female;Collared peccary
3386;Tony;1/5/2009;Male;Common duiker
3387;Jayden;7/20/2016;Male;Galah
3388;Ryan;4/20/2013;Male;Rat
3389;Jackeline;7/19/2004;Female;Ant
3390;Alexander;7/7/2004;Male;Jungle kangaroo
3391;Eduardo;8/17/2006;Male;Collared peccary
3392;Alba;2/9/2017;Female;Gray langur
3393;Marla;6/24/2008;Female;European wild cat
3394;Russel;10/24/2007;Male;Fly
3395;Josh;1/31/2005;Male;Blue peacock
3396;Nicholas;9/23/2013;Male;Carpet python
3397;Manuel;5/17/2018;Male;Gray heron
3398;Fiona;11/2/2017;Female;Chital
3399;Jayden;12/9/2016;Male;Galapagos penguin
3400;Abdul;8/20/2012;Male;squid
3401;Bryon;3/17/2004;Male;Vulture
3402;Rick;10/30/2015;Male;Cape cobra
3403;Sarah;7/3/2018;Female;Collared lemming
3404;Mark;5/18/2015;Male;Brazilian tapir
3405;Jade;9/20/2014;Female;Possum
3406;John;7/2/2009;Male;Bushpig
3407;Camellia;11/8/2010;Female;Crested barbet
3408;Liv;11/30/2011;Female;Owl
3409;Cassidy;9/25/2005;Female;Four-horned antelope
3410;Aiden;7/7/2009;Male;Kongoni
3411;David;3/23/2007;Male;Yak
3412;Judith;3/9/2007;Female;Falcon
3413;Claire;2/24/2016;Female;Elephant
3414;Joseph;5/8/2013;Male;Fox
3415;Cadence;1/25/2017;Female;Cattle egret
3416;Luke;6/1/2017;Male;American buffalo
3417;Jack;6/4/2017;Male;King vulture
3418;Doug;2/9/2018;Male;Black-footed ferret
3419;Nate;1/20/2015;Male;Bison
3420;Cecilia;7/3/2010;Female;Desert spiny lizard
3421;Holly;3/6/2014;Female;Honey badger
3422;Liam;10/25/2012;Male;Hoary marmot
3423;Joy;3/20/2007;Female;Turkey
3424;David;9/16/2009;Male;Kaffir cat
3425;Manuel;8/17/2019;Male;Kinkajou
3426;Danielle;1/30/2006;Female;eagle
3427;Josh;1/14/2004;Male;European shelduck
3428;Courtney;10/23/2004;Female;Galah
3429;Cynthia;1/27/2009;Female;Vampire Bat
3430;Harvey;5/27/2006;Male;Weasel
3431;William;9/26/2017;Male;Somali
3432;Lillian;6/14/2011;Female;Fork-tailed drongo
3433;Isla;6/12/2014;Female;squid
3434;Sabrina;11/17/2005;Female;Chicken
3435;Alba;7/17/2005;Female;European badger
3436;Karen;6/18/2012;Female;Emerald green tree boa
3437;Ciara;10/31/2014;Female;Common zebra
3438;Candice;11/16/2009;Female;Kongoni
3439;Harmony;7/15/2019;Female;Jabiru stork
3440;Denis;5/12/2018;Male;Blue-tongued lizard
3441;Hope;3/9/2019;Female;Brown capuchin
3442;Roger;8/1/2014;Male;Common green iguana
3443;Julian;12/23/2011;Male;Galah
3444;Julia;11/13/2014;Female;Common green iguana
3445;Tyler;3/1/2016;Male;Canada goose
3446;Nathan;4/14/2009;Male;Indian peacock
3447;Matthew;11/6/2014;Male;Horned lark
3448;Caleb;3/14/2013;Male;Great horned owl
3449;Vera;9/14/2008;Female;Raccoon
3450;Ronald;8/30/2018;Male;Japanese macaque
3451;Ema;4/9/2017;Female;Eurasian beaver
3452;Katelyn;5/30/2006;Female;Indian porcupine
3453;Tony;3/20/2004;Male;Dusky gull
3454;Laila;11/2/2004;Female;Bear
3455;Lexi;9/6/2009;Female;European red squirrel
3456;Nick;4/19/2008;Male;Crested porcupine
3457;Benny;11/1/2006;Male;Monkey
3458;Harvey;6/9/2016;Male;Sheep
3459;Eileen;2/26/2019;Female;Jaguarundi
3460;Gabriel;3/4/2017;Male;Goliath heron
3461;Paige;5/1/2014;Female;Swan
3462;Megan;4/18/2016;Female;Panda
3463;Marigold;4/22/2007;Female;Baboon
3464;Chadwick;11/13/2010;Male;European badger
3465;Manuel;3/15/2004;Male;Wombat
3466;Claire;7/17/2016;Female;Flightless cormorant
3467;Jacob;1/18/2015;Male;Frilled lizard
3468;Cynthia;4/26/2017;Female;Gaur
3469;Doug;6/25/2005;Male;Donkey
3470;Candice;8/27/2017;Female;Owl
3471;Jayden;6/20/2014;Male;Buttermilk snake
3472;Tony;4/14/2016;Male;Indian jackal
3473;Harry;5/29/2008;Male;Common wombat
3474;Mike;7/12/2012;Male;Jungle cat
3475;Ramon;1/27/2010;Male;Possum
3476;Bob;3/19/2017;Male;Canadian river otter
3477;Jasmine;1/2/2004;Female;Snake
3478;Sasha;12/31/2018;Female;Vulture
3479;Logan;12/4/2007;Female;Eastern cottontail rabbit
3480;Holly;9/8/2008;Female;Jabiru stork
3481;David;12/19/2013;Male;Giant heron
3482;Danielle;10/18/2009;Female;Brazilian tapir
3483;Jayden;1/30/2008;Male;Arctic fox
3484;Alan;3/14/2019;Male;Galapagos dove
3485;Rosemary;9/21/2008;Female;Bison
3486;Victoria;4/13/2006;Female;Raccoon
3487;Moira;1/31/2005;Female;Common langur
3488;Josephine;6/27/2004;Female;Chital
3489;Willow;2/24/2010;Female;FireFly
3490;Erica;2/28/2013;Female;Gray rhea
3491;Nick;5/12/2014;Male;Falcon
3492;Alba;4/1/2013;Female;Vulture
3493;Isabella;8/26/2011;Female;Brown capuchin
3494;Barry;10/15/2006;Male;Common langur
3495;Estrella;7/14/2017;Female;Blue peacock
3496;Camellia;12/21/2014;Female;Cape cobra
3497;Gabriel;12/31/2017;Male;Kaffir cat
3498;Tyler;7/11/2017;Male;Komodo Dragon
3499;Denny;11/7/2008;Male;Caracal
3500;Doug;11/23/2006;Male;Donkey
3501;David;9/26/2018;Male;Indian tree pie
3502;Ramon;6/13/2011;Male;European beaver
3503;Jack;3/1/2006;Male;Galapagos hawk
3504;Daria;4/25/2011;Female;Indian leopard
3505;Eduardo;9/17/2014;Male;Gray heron
3506;Jayden;11/16/2016;Male;Blue catfish
3507;Tyson;12/25/2013;Male;Catfish
3508;Gladys;7/1/2011;Female;Brown hyena
3509;Barry;3/21/2017;Male;Harbor seal
3510;Julius;7/2/2006;Male;Dabchick
3511;Juliette;6/13/2009;Female;Kaffir cat
3512;Cecilia;8/15/2010;Female;Eastern fox squirrel
3513;Denis;2/19/2010;Male;Common zebra
3514;Ilona;2/5/2010;Female;Cape Barren goose
3515;Hank;4/8/2010;Male;Kaffir cat
3516;Doug;5/31/2009;Male;Eagle owl
3517;Beatrice;3/21/2017;Female;Huron
3518;Bryon;1/10/2006;Male;wasp
3519;Jade;1/16/2015;Female;Dassie
3520;Vera;12/15/2008;Female;Crested porcupine
3521;Martin;4/7/2016;Male;Brown pelican
3522;Gil;3/1/2004;Male;Great egret
3523;Marvin;10/6/2012;Male;Badger
3524;Harriet;2/24/2015;Female;Comb duck
3525;Russel;1/6/2015;Male;Common seal
3526;Noemi;3/27/2014;Female;Ladybug
3527;Julian;9/10/2007;Male;Flightless cormorant
3528;Ramon;8/9/2012;Male;Armadillo
3529;Marie;6/20/2011;Female;Dalmatian
3530;Havana;12/28/2004;Female;Elephant
3531;Raquel;4/10/2014;Female;Giant otter
3532;George;9/18/2008;Male;Koala
3533;George;6/21/2012;Male;Common duiker
3534;Ethan;9/16/2006;Male;Clown Fish
3535;Janice;11/15/2014;Female;Kudu
3536;Liam;8/26/2016;Male;Indian leopard
3537;Angel;8/24/2006;Female;Badger
3538;Anthony;7/5/2004;Male;Gray langur
3539;Dasha;7/9/2014;Female;Kaffir cat
3540;Gwenyth;3/24/2011;Female;Cheetah
3541;Daniel;2/9/2015;Male;Egyptian vulture
3542;Irene;11/21/2009;Female;European wild cat
3543;Mary;8/9/2010;Female;Lion
3544;Adela;3/9/2004;Female;Scorpion
3545;Marvin;1/17/2005;Male;Carmine bee-eater
3546;Vera;10/6/2005;Female;Black-footed ferret
3547;Amelia;4/29/2019;Female;Giant heron
3548;Elijah;3/1/2015;Male;Giraffe
3549;Matthew;5/5/2009;Male;Gray langur
3550;Aiden;4/5/2009;Male;Common genet
3551;Ron;3/13/2009;Male;Bobcat
3552;Brad;12/14/2017;Male;Black rhinoceros
3553;Andrea;5/7/2005;Female;Sea Elephant
3554;Eve;12/26/2014;Female;Eastern quoll
3555;Danielle;5/3/2006;Female;Cormorant
3556;Lucas;2/22/2019;Male;Crested porcupine
3557;Josephine;2/20/2004;Female;Crested bunting
3558;Marvin;11/4/2012;Male;Kiwi
3559;Gloria;4/20/2011;Female;Common seal
3560;Jacob;5/31/2015;Male;Crab
3561;Gabriel;6/3/2013;Male;Indian giant squirrel
3562;Oliver;7/8/2010;Male;Buttermilk snake
3563;Andie;8/4/2011;Female;Avocet
3564;Liam;1/1/2011;Male;Albatross
3565;Ron;2/16/2018;Male;Horned puffin
3566;Georgia;8/23/2004;Female;Javan gold-spotted mongoose
3567;Gwenyth;12/5/2012;Female;Cape raven
3568;William;4/27/2008;Male;Polar Bear
3569;Denny;3/2/2019;Male;Javanese cormorant
3570;Matthew;7/30/2004;Male;Honey badger
3571;Jacob;12/5/2005;Male;Giraffe
3572;Madison;7/31/2011;Female;Capybara
3573;Sasha;5/8/2018;Female;Desert spiny lizard
3574;Noah;5/10/2016;Male;Scorpion
3575;Maxwell;9/11/2018;Male;African lion
3576;Chad;1/15/2014;Male;Arctic fox
3577;Johnny;12/16/2016;Male;Black-footed ferret
3578;Leilani;12/1/2004;Female;Ant
3579;Juliet;3/24/2012;Female;Fox
3580;Andrea;9/24/2012;Female;Eurasian hoopoe
3581;Jack;9/4/2019;Male;Crab
3582;Trisha;4/20/2013;Female;Feathertail glider
3583;Mark;8/19/2014;Male;Hedgedog
3584;Stella;10/24/2014;Female;Common ringtail
3585;Miriam;2/15/2019;Female;Indian giant squirrel
3586;Martin;12/5/2016;Male;Eastern boa constrictor
3587;Callie;5/18/2011;Female;Brown pelican
3588;Chloe;10/11/2010;Female;Bear
3589;Leanne;11/15/2009;Female;Fat-tailed dunnart
3590;Cedrick;8/6/2005;Male;Field flicker
3591;Rae;8/20/2012;Female;Great cormorant
3592;Harry;4/18/2012;Male;Brown hyena
3593;Margaret;8/25/2015;Female;Chicken
3594;Bryon;7/19/2019;Male;Cattle egret
3595;Evelynn;3/24/2019;Female;Fringe-eared oryx
3596;Julian;5/16/2009;Male;Hawk-headed parrot
3597;Carl;6/3/2008;Male;Panda
3598;Ada;6/21/2014;Female;Cape Barren goose
3599;Hayden;8/21/2018;Male;JellyFish
3600;Chelsea;4/25/2005;Female;Chital
3601;Jacob;10/19/2009;Male;Comb duck
3602;Martha;2/19/2005;Female;Kelp gull
3603;Ema;3/28/2014;Female;Capybara
3604;Jacob;9/8/2013;Male;Huron
3605;Domenic;8/26/2010;Male;Ant
3606;Brooklyn;3/26/2015;Female;Common dolphin
3607;Julian;4/1/2017;Male;Sparrow
3608;Phillip;6/6/2011;Male;Antelope
3609;Mandy;4/8/2006;Female;Harrie
3610;Dani;12/7/2016;Female;European wild cat
3611;Johnathan;12/23/2016;Male;eagle
3612;Cedrick;9/11/2014;Male;Capybara
3613;Thea;3/4/2013;Female;Cheetah
3614;Abbey;2/8/2017;Female;Antelope
3615;Kaylee;12/27/2004;Female;Eastern grey kangaroo
3616;Skylar;7/31/2017;Female;Duck
3617;David;3/23/2015;Male;Javan gold-spotted mongoose
3618;Liam;3/8/2009;Male;Harrie
3619;Anthony;6/4/2004;Male;Black-tailed deer
3620;Marvin;11/24/2016;Male;Flightless cormorant
3621;Boris;9/29/2010;Male;Eurasian hoopoe
3622;Rosalee;4/5/2010;Female;Eastern quoll
3623;Maxwell;4/16/2017;Male;FireFly
3624;Nick;3/14/2014;Male;Giant girdled lizard
3625;Ethan;11/6/2009;Male;Common turkey
3626;Andrea;5/30/2011;Female;Blue fox
3627;Payton;4/4/2010;Female;Deer
3628;Ryan;1/4/2015;Male;Worm
3629;Carl;6/23/2015;Male;Gray duiker
3630;Matt;5/25/2014;Male;Koala
3631;Angela;3/28/2019;Female;Harbor seal
3632;Daniel;10/6/2007;Male;Egyptian goose
3633;Mark;12/6/2013;Male;Giraffe
3634;Leah;7/11/2011;Female;Capybara
3635;Nicholas;2/15/2008;Male;Gray langur
3636;Dakota;11/14/2009;Female;Fringe-eared oryx
3637;Liam;7/7/2009;Male;Cheetah
3638;Russel;12/26/2007;Male;Scorpion
3639;Amelia;6/20/2017;Female;Desert tortoise
3640;Russel;12/7/2018;Male;Shirmp
3641;Cara;11/9/2014;Female;Jaguarundi
3642;Jacob;2/14/2007;Male;Indian peacock
3643;Matthew;3/16/2009;Male;Baboon
3644;Benjamin;7/1/2015;Male;Polar Bear
3645;Candace;7/1/2006;Female;Komodo dragon
3646;Rosalie;4/26/2007;Female;Chicken
3647;David;9/1/2004;Male;Common seal
3648;Winnie;11/26/2014;Female;Eastern diamondback rattlesnake
3649;Tyson;10/20/2018;Male;Yak
3650;Raquel;7/5/2018;Female;Harrie
3651;Clint;3/29/2017;Male;Collared peccary
3652;Gabriel;5/14/2012;Male;Crested porcupine
3653;Aleksandra;12/5/2004;Female;Indian leopard
3654;Sarah;1/12/2014;Female;Frilled lizard
3655;Matt;1/22/2011;Male;Ferruginous hawk
3656;Wade;7/24/2009;Male;Ant
3657;Sebastian;5/7/2018;Male;Turkey
3658;Logan;4/28/2007;Male;Indian star tortoise
3659;Phillip;9/14/2015;Male;Elephant
3660;Peyton;10/25/2007;Female;Indian mynah
3661;Mark;10/14/2017;Male;Brown hyena
3662;Ryan;8/31/2015;Male;Ferruginous hawk
3663;Judith;9/27/2011;Female;Shirmp
3664;Angel;7/7/2013;Female;Jungle kangaroo
3665;Mark;12/19/2016;Male;Chicken
3666;Amy;2/10/2007;Female;Great egret
3667;Makena;4/9/2016;Female;FireFly
3668;Rowan;2/18/2011;Female;Emerald green tree boa
3669;William;3/15/2011;Male;Killer whale
3670;John;9/22/2014;Male;Gaur
3671;Kate;9/6/2006;Female;Cereopsis goose
3672;Grace;11/5/2018;Female;Fairy penguin
3673;Caleb;4/2/2009;Male;Euro wallaby
3674;Bob;6/13/2006;Male;Indian jackal
3675;Mackenzie;2/26/2009;Female;Komodo dragon
3676;Brad;3/11/2005;Male;Bison
3677;Logan;11/19/2014;Male;Barking gecko
3678;Hayden;11/24/2017;Male;Yak
3679;Nick;9/9/2005;Male;Hawk-headed parrot
3680;Joseph;2/15/2006;Male;Cape fox
3681;Taylor;7/1/2005;Female;Eastern boa constrictor
3682;Rylee;11/4/2013;Female;Puma
3683;Eryn;6/17/2011;Female;Bushbuck
3684;Roger;3/1/2018;Male;Wombat
3685;Roger;11/13/2015;Male;Panda
3686;Julia;9/18/2017;Female;Hoary marmot
3687;Manuel;8/11/2011;Male;Donkey
3688;Benjamin;8/6/2019;Male;Wolf
3689;Bryon;6/7/2015;Male;Hippopotamus
3690;Marie;8/14/2015;Female;Bushbuck
3691;Jacob;7/10/2017;Male;African elephant
3692;Alexander;6/1/2019;Male;Hottentot teal
3693;Isla;10/11/2009;Female;Four-horned antelope
3694;Deborah;12/11/2017;Female;Hippopotamus
3695;Amelia;4/24/2010;Female;Chital
3696;Sadie;2/2/2006;Female;Cheetah
3697;Aeris;10/22/2013;Female;Gila monster
3698;Shay;3/11/2019;Female;Javan gold-spotted mongoose
3699;Hayden;11/16/2013;Male;Goliath heron
3700;Barney;2/2/2004;Male;Bushbuck
3701;Ronald;8/10/2018;Male;Groundhog
3702;Joy;11/9/2007;Female;Fat-tailed dunnart
3703;Ally;4/29/2018;Female;Chipmunk
3704;Georgia;9/26/2005;Female;Javan gold-spotted mongoose
3705;Aiden;11/27/2017;Male;Indian mynah
3706;Sofia;2/3/2017;Female;European red squirrel
3707;Hayden;8/22/2007;Male;Antelope
3708;Jessica;8/10/2014;Female;European spoonbill
3709;Ethan;11/7/2005;Male;Jungle cat
3710;Rosalee;10/20/2015;Female;Helmeted guinea fowl
3711;Percy;10/14/2018;Male;Feral rock pigeon
3712;Chester;2/23/2008;Male;Hippopotamus
3713;Cedrick;9/2/2015;Male;Bush dog
3714;Brad;10/6/2008;Male;Frilled lizard
3715;Anabelle;2/4/2015;Female;Golden eagle
3716;Gwenyth;12/4/2009;Female;Coyote
3717;Jaylene;4/10/2005;Female;Chital
3718;Gloria;3/11/2005;Female;Cape cobra
3719;Tania;3/25/2019;Female;Hedgedog
3720;Logan;8/16/2018;Male;Hottentot teal
3721;Isla;11/14/2012;Female;European shelduck
3722;Marissa;10/29/2008;Female;Tree Frog
3723;Emery;5/26/2012;Female;Euro wallaby
3724;Danny;10/26/2015;Male;Hanuman langur
3725;Leanne;4/2/2014;Female;Ibex
3726;Nathan;10/3/2007;Male;wasp
3727;Mayleen;9/27/2018;Female;Horned lark
3728;Sasha;2/16/2013;Female;American buffalo
3729;Boris;6/2/2007;Male;Fringe-eared oryx
3730;Aiden;10/19/2014;Male;Shirmp
3731;Scarlett;5/28/2007;Female;Common wombat
3732;Rylee;10/9/2005;Female;Black spider monkey
3733;Aiden;10/3/2005;Male;Buttermilk snake
3734;Chloe;4/18/2013;Female;Common wombat
3735;Maxwell;9/19/2005;Male;Crested barbet
3736;Harvey;6/19/2014;Male;Blue-tongued lizard
3737;Aleksandra;8/24/2014;Female;Feral rock pigeon
3738;Phillip;5/25/2016;Male;Panda
3739;Hanna;3/25/2008;Female;European shelduck
3740;Alessandra;10/8/2005;Female;Red Panda
3741;Alessandra;9/21/2012;Female;Dama wallaby
3742;Chester;6/25/2007;Male;Toucan
3743;Hadley;9/11/2018;Female;Gray rhea
3744;Barney;11/21/2017;Male;Horned puffin
3745;Evelynn;3/31/2004;Female;Golden eagle
3746;Julius;10/25/2016;Male;Cape Barren goose
3747;Sylvia;1/31/2011;Female;Armadillo
3748;Renee;9/18/2017;Female;Bushbuck
3749;Camellia;1/7/2009;Female;Bush dog
3750;Stephanie;9/15/2004;Female;Ant
3751;Domenic;2/11/2017;Male;Bald Eagle
3752;Carter;4/20/2017;Male;Crested porcupine
3753;Denny;9/14/2017;Male;European beaver
3754;Harry;9/8/2004;Male;Antelope
3755;Bob;9/25/2011;Male;Galapagos penguin
3756;Monica;3/1/2006;Female;Ferruginous hawk
3757;Chadwick;5/18/2012;Male;Hottentot teal
3758;Henry;3/8/2010;Male;Fairy penguin
3759;Carl;1/27/2004;Male;Komodo dragon
3760;Daria;7/20/2011;Female;Eastern indigo snake
3761;Barry;8/11/2010;Male;Bobcat
3762;Manuel;5/20/2007;Male;Weasel
3763;Rosalie;8/14/2004;Female;European stork
3764;Anthony;3/2/2005;Male;Sea Lion
3765;Elly;9/1/2012;Female;Gambels quail
3766;Gil;8/8/2011;Male;King cormorant
3767;Aiden;10/4/2006;Male;Tree Frog
3768;Gabriel;5/1/2007;Male;Fork-tailed drongo
3769;Marina;12/2/2005;Female;Desert spiny lizard
3770;Maxwell;5/2/2004;Male;Kelp gull
3771;Fred;5/26/2006;Male;eagle
3772;Aisha;10/24/2011;Female;Jungle kangaroo
3773;Owen;9/8/2014;Male;Baboon
3774;Lucy;11/23/2006;Female;European shelduck
3775;Manuel;11/2/2015;Male;Common seal
3776;Kurt;4/7/2010;Male;Vampire Bat
3777;Nicholas;5/8/2017;Male;Badger
3778;Ethan;9/11/2011;Male;Lemur
3779;Celia;7/19/2011;Female;Vampire Bat
3780;Michael;12/17/2010;Male;Chital
3781;Jocelyn;1/29/2018;Female;Emerald green tree boa
3782;Cassandra;7/18/2006;Female;European shelduck
3783;Eryn;4/28/2010;Female;squid
3784;Josh;6/14/2013;Male;Common seal
3785;Wade;7/17/2014;Male;Cereopsis goose
3786;Sienna;10/28/2014;Female;Scorpion
3787;Kimberly;10/2/2011;Female;Blue-tongued lizard
3788;Tom;9/20/2004;Male;Horse
3789;Gabriel;8/31/2004;Male;Brown capuchin
3790;Barry;11/10/2017;Male;Hawk-headed parrot
3791;Eileen;8/4/2004;Female;Feral rock pigeon
3792;Erin;2/13/2010;Female;Common shelduck
3793;Daron;7/28/2019;Male;Arctic fox
3794;Josh;5/6/2012;Male;Dalmatian
3795;Ivette;2/14/2019;Female;Brown pelican
3796;Dasha;9/15/2007;Female;Collared lemming
3797;Faith;12/12/2010;Female;Calf
3798;Johnathan;3/24/2007;Male;Carmine bee-eater
3799;Bryon;6/3/2010;Male;Horned lark
3800;Benjamin;5/29/2015;Male;Brown capuchin
3801;Marjorie;11/6/2005;Female;FireFly
3802;Cassandra;7/24/2012;Female;Bushbuck
3803;Daron;12/8/2018;Male;Toucan
3804;Adalie;10/26/2007;Female;Emerald green tree boa
3805;Harry;2/28/2010;Male;Emu
3806;Gemma;1/9/2013;Female;Galapagos tortoise
3807;Leroy;2/27/2016;Male;Fisher
3808;Jacob;5/3/2008;Male;FireFly
3809;Liam;11/17/2005;Male;Cape Barren goose
3810;Rebecca;2/22/2015;Female;Avocet
3811;Isla;8/22/2006;Female;Ladybug
3812;Helen;11/13/2005;Female;Carmine bee-eater
3813;Julian;7/23/2012;Male;Crested bunting
3814;John;12/16/2016;Male;Indian leopard
3815;Olivia;2/10/2006;Female;Ladybug
3816;Javier;8/24/2018;Male;Ferret
3817;Courtney;7/29/2018;Female;Vulture
3818;Rick;10/23/2014;Male;Common shelduck
3819;Hayden;2/7/2018;Male;Cat
3820;Logan;7/28/2016;Male;Cape wild cat
3821;Michael;6/20/2008;Male;Great kiskadee
3822;Rosie;8/2/2015;Female;Eastern cottontail rabbit
3823;Elise;11/6/2017;Female;Vulture
3824;John;8/23/2008;Male;Bushbuck
3825;Noah;12/17/2015;Male;Blue wildebeest
3826;Mike;12/14/2017;Male;Ibex
3827;William;3/15/2010;Male;Chacma baboon
3828;Julian;12/6/2006;Male;Comb duck
3829;Quinn;12/11/2018;Female;Polar Bear
3830;Adina;11/23/2012;Female;Common green iguana
3831;Leroy;6/14/2016;Male;Brown capuchin
3832;Florence;8/17/2018;Female;Hawk-headed parrot
3833;Kirsten;4/28/2018;Female;Ladybug
3834;Rick;5/3/2010;Male;Ibex
3835;Kate;7/31/2012;Female;Fossa
3836;Callie;4/8/2019;Female;Cormorant
3837;Nancy;4/1/2017;Female;Cereopsis goose
3838;Alexander;6/29/2006;Male;Jungle kangaroo
3839;Vicky;8/18/2004;Female;Cape wild cat
3840;Rocco;1/17/2018;Male;Javanese cormorant
3841;Johnathan;2/8/2006;Male;Sheep
3842;Denny;4/30/2008;Male;Owl
3843;Brad;7/20/2005;Male;Brown capuchin
3844;Tyler;7/7/2015;Male;African lion
3845;Aiden;9/11/2016;Male;Feral rock pigeon
3846;Benjamin;3/29/2011;Male;Cape cobra
3847;Ember;2/12/2010;Female;Eurasian red squirrel
3848;Caleb;9/15/2010;Male;Horse
3849;Anthony;12/16/2015;Male;Griffon vulture
3850;Leah;6/22/2010;Female;Arctic fox
3851;Carla;6/20/2015;Female;Albatross
3852;Dakota;7/2/2019;Female;Fly
3853;Miley;6/24/2007;Female;Great cormorant
3854;Rosie;11/26/2004;Female;Hawk-headed parrot
3855;Henry;9/22/2016;Male;Sea Elephant
3856;Danny;8/25/2008;Male;Great cormorant
3857;Hayden;9/2/2016;Male;Possum
3858;Gloria;4/5/2017;Female;Great kiskadee
3859;Sylvia;1/4/2004;Female;Somali
3860;Estrella;4/9/2017;Female;eagle
3861;Luke;5/14/2013;Male;Hanuman langur
3862;Nathan;11/29/2011;Male;Javan gold-spotted mongoose
3863;Natalie;6/5/2012;Female;Cat
3864;Lara;4/13/2016;Female;European shelduck
3865;Cassidy;11/2/2014;Female;Indian jackal
